Hip	Const-abbreviations	Const-names	ProperName	B-F-ID	F-ID	B-ID	RA	Dec	Distance	Mag	AbsMag	Spectrum	ColorIndex
65621							13.45407619	-40.16269074	138.6962552	6.4	0.6896763236	G8/K0III	0.974
65835							13.49522746	-23.28135784	617.2839506	6.4	-2.552424927	M6/M7e	1.317
67261							13.78635294	-62.58970553	3571.428571	6.4	-6.364209843	A7V	
69655							14.25592413	-53.50992981	300.3003003	6.4	-0.9877788325	K3III	1.576
71857							14.69840021	21.12368832	145.7725948	6.4	0.5816205785	G8III	0.928
79530							16.22930669	-24.42204574	138.8888889	6.4	0.6866624822	B6IV	0.043
86130							17.60225016	28.18501951	128.7001287	6.4	0.852105094	K5	1.367
86725							17.72158495	-27.88397195	900.9009009	6.4	-3.373385106	F0III/IV	0.438
88815							18.13010404	-64.55003748	164.2036125	6.4	0.3230864632	K2/K3III	1.266
90981							18.55817903	-58.70853166	50.40322581	6.4	2.887708339	G5IV	0.688
91677							18.69512781	-14.56424178	1408.450704	6.4	-4.343708256	F2/F3Ib/II	0.757
92040							18.76057247	79.94250866	88.26125331	6.4	1.671149549	A8V	0.296
95340							19.39636882	20.26435487	347.2222222	6.4	-1.303037561	B9.5V	0.013
105228							21.31508907	-28.76565847	123.7623762	6.4	0.9370568039	K0IV	0.966
105425							21.35461187	-49.93785461	111.7318436	6.4	1.159115177	K3III	1.327
110316							22.34431061	50.98081544	505.0505051	6.4	-2.116674049	K2	1.195
113189							22.9207976	-36.38858056	221.72949	6.4	-0.3291172906	K2III	1.313
116428							23.59224222	-7.46447114	139.0820584	6.4	0.6836444519	G5III:	0.874
116962							23.70872411	61.67939575	140.8450704	6.4	0.6562917436	K2III	1.25
59352	Com	Coma Berenices		3	3 Com		12.17545603	16.80927624	277.0083102	6.4	-0.8124639905	A4V	0.07
82898	Dra	Draco		20	20 Dra		16.94036542	65.03904488	67.11409396	6.4	2.265931342	F1V	0.383
94913	Aql	Aquila		24	24 Aql		19.31414832	0.33900138	149.7005988	6.4	0.5238823124	K0II-III:..	1.05
101641	Vul	Vulpecula		26	26 Vul		20.60231174	25.88261861	215.0537634	6.4	-0.2627352356	A5III	0.158
5485	Cet	Cetus		32	32 Cet		1.16998851	-8.90603998	111.8568233	6.4	1.156687594	K0III	1.029
47249	Hya	Hydra		34	34 Hya		9.63098378	-9.42446525	114.9425287	6.4	1.097596263	A1V	-0.04
12784	Ari	Aries		36	36 Ari		2.73863617	17.76401488	126.7427123	6.4	0.885385016	K2III	1.143
33650	Gem	Gemini		40	40 Gem		6.99109306	25.91418673	367.6470588	6.4	-1.42715548	B8III	-0.111
2628							0.55533434	70.98184763	161.8122977	6.41	0.3649423754	A0Vn	-0.007
3649							0.77846279	59.57454122	10000000	6.41	-8.59	G0Ib	1.081
5240							1.11668707	56.93523628	97.46588694	6.41	1.465736804	K2III...	1.188
5477							1.16871578	-57.69413983	126.5822785	6.41	0.8981354565	G6II/III	0.888
13789							2.95906259	-38.1909517	110.9877913	6.41	1.183623955	A0Vn	-0.018
15309							3.29209456	65.65835007	182.8153565	6.41	0.0999366317	A3V	0.079
16447							3.53028869	49.40109538	657.8947368	6.41	-2.68078206	B9III	0.075
16938							3.63337956	42.58290278	254.4529262	6.41	-0.6180372481	B8Vn	-0.064
20856							4.46929869	-41.95983905	328.9473684	6.41	-1.175632082	M1III	1.614
25453							5.44411782	6.86873694	93.6329588	6.41	1.552856264	A0Vn	-0.023
25582							5.4670752	1.29824815	355.8718861	6.41	-1.346468401	B2V	-0.173
26820							5.69453008	-2.89651493	83.68200837	6.41	1.796839526	A9IV-V	0.32
28596							6.03592119	-60.09684953	253.164557	6.41	-0.6070145219	M4III	1.508
30200							6.35330883	29.54092745	103.7344398	6.41	1.33038517	A1Vs	0.048
30382							6.38846943	3.76451254	336.7003367	6.41	-1.226217753	B3V	-0.149
33012							6.87928911	-59.34128772	144.092219	6.41	0.6167973523	A3m...	0.181
33591							6.9788069	-30.99805276	236.4066194	6.41	-0.4582981631	B3V	-0.137
37461							7.68936772	-44.63217873	349.6503497	6.41	-1.308169834	B7IV/V	-0.003
39172							8.01226049	-2.88192476	952.3809524	6.41	-3.484053505	B2.5Ve	-0.087
42075							8.57554214	-32.59839612	62.77463905	6.41	2.421078879	G5V	0.752
42951							8.75576809	-2.60102981	86.95652174	6.41	1.713489202	F2+...	0.521
43427							8.84586964	18.83223974	233.6448598	6.41	-0.4327811549	A2Vs	0.009
43590							8.87741704	-36.54533685	325.732899	6.41	-1.154308123	G8III+...	0.549
46058							9.3921816	25.1828384	208.3333333	6.41	-0.1837938131	G5III-IV	0.856
49223							10.04706193	-62.15667622	847.4576271	6.41	-3.230589964	K3Ib	1.688
51461							10.51090076	-61.35650693	248.7562189	6.41	-0.5688697346	M2III	1.65
53798							11.00710633	51.50214021	174.2160279	6.41	0.204559462	G9III	1.007
54745							11.20903599	35.8144481	21.72024327	6.41	4.725676575	G0V	0.6
55350							11.33448984	-71.99433341	232.5581395	6.41	-0.4226577221	B4V	0.019
58706							12.04127366	-71.48900826	129.0322581	6.41	0.8565085125	K1III	1.163
60525							12.40744678	25.58242997	97.75171065	6.41	1.459378169	F0V	0.276
62084							12.72455568	-58.90274136	204.4989775	6.41	-0.1434557044	K0/K1III	1.092
66521							13.63545201	-58.41458137	144.9275362	6.41	0.6042454537	K1III	1.113
69614							14.24806887	3.33593802	249.3765586	6.41	-0.5742781369	M4III	1.6
72846							14.88982285	15.70511093	49.01960784	6.41	2.958150837	F6III	0.569
77350							15.79045511	-40.19410649	127.064803	6.41	0.8898736618	G8III/IVp..	0.88
77397							15.80049792	31.73572158	252.5252525	6.41	-0.6015240704	K5	1.517
79599							16.2413593	-21.10756359	105.8201058	6.41	1.287159043	B9V	0.002
80247							16.38235658	32.33303005	157.9778831	6.41	0.4170185501	A4Vn	0.083
83114							16.98404836	69.18634733	87.2600349	6.41	1.705923088	K0	0.725
83365							17.03808078	31.88406501	102.6694045	6.41	1.352794784	K0	1.134
87042							17.78535978	-38.11209711	116.9590643	6.41	1.069830574	A0V	-0.02
87624							17.89948148	-34.83104228	298.5074627	6.41	-0.9647759648	Ap...	0
88429							18.05404593	19.61315807	124.8439451	6.41	0.9281625804	A0V	0.017
90163							18.39924292	38.73917674	263.1578947	6.41	-0.6910820169	K2	1.429
90858							18.53524528	3.65959509	366.3003663	6.41	-1.409186765	A0sp...	-0.025
91675							18.69480717	31.61759677	338.9830508	6.41	-1.24088992	B8V	-0.047
101011							20.47877355	-15.74149651	189.3939394	6.41	0.0231696127	G8III	0.999
102585							20.78910149	45.57998871	401.6064257	6.41	-1.609003265	K3III	1.606
103168							20.9018268	-27.92519765	293.255132	6.41	-0.926228105	M1III	1.634
104041							21.07823131	2.94226021	122.5490196	6.41	0.9684507938	K0	1.051
105079							21.2870952	-13.27897414	186.9158879	6.41	0.0517689101	A1V	0.035
108259							21.93211211	-30.60587153	126.2626263	6.41	0.9036259079	G8III	0.927
108364							21.95308116	66.15615419	495.049505	6.41	-2.063243153	B2V	-0.056
109272							22.13785667	49.79700084	341.2969283	6.41	-1.255661898	K5III	1.579
110311							22.34340161	-57.50976173	239.2344498	6.41	-0.4841185911	K3/K4III	1.404
111066							22.50038531	-12.91511781	81.10300081	6.41	1.864815383	F2/F3IV/V	0.356
111072							22.50181284	49.35648561	122.2493888	6.41	0.9737665184	K2III SB	1.166
111247							22.5385242	54.03699711	194.1747573	6.41	-0.0309638548	G8III	1.043
114163							23.11956807	59.72739838	409.8360656	6.41	-1.653050868	B2.5IV	-0.03
114725							23.23936686	29.77185	112.7395716	6.41	1.149618099	F6IVw	0.448
115245							23.34292716	62.21326651	537.6344086	6.41	-2.242435279	K2III	1.605
116119							23.52862486	28.40352227	147.4926254	6.41	0.5661484693	A1p Sr(CrEu)	0.035
117430							23.81084185	64.87648481	220.2643172	6.41	-0.3047207357	A0sp...	0.062
6717							1.44092173	-0.3989861	212.7659574	6.42	-0.2195107103	K0IV	1.241
6794							1.45740702	41.10109784	55.8347292	6.42	2.685477929	Am...	0.311
14719							3.16911886	27.81988947	184.501845	6.42	0.0899964327	A0V	0.014
16516							3.54416025	44.85577508	478.4688995	6.42	-1.979268569	B2IV	-0.007
16531							3.54762901	-61.01698766	131.5789474	6.42	0.8240679614	K0III	1.037
23551							5.06447882	-14.37023813	404.8582996	6.42	-1.616515234	B2IV	-0.187
24607							5.27806843	1.94734447	186.5671642	6.42	0.0658239485	A0V	-0.015
26079							5.56230482	-54.9023146	56.17977528	6.42	2.672100012	F8V	0.55
26616							5.65752953	21.76300696	202.4291498	6.42	-0.1113652554	A1Vn	0.066
28385							5.99606363	55.32107237	104.8218029	6.42	1.317741874	A5m	0.318
28951							6.11088914	63.45381713	127.064803	6.42	0.8998736618	K0	1.011
32918							6.85904534	-48.29272906	213.2196162	6.42	-0.2241357864	K2/K3III	1.207
35707							7.3672358	-8.97941188	10000000	6.42	-8.58	O9V	-0.189
37666							7.72859202	-38.20191748	177.9359431	6.42	0.1686815778	B8IV	-0.119
38945							7.96830639	7.21355485	258.3979328	6.42	-0.6414451749	A0V	-0.031
40063							8.18380196	-37.29238656	751.8796992	6.42	-2.960741795	B0III	-0.045
41060							8.37890517	60.63124111	136.239782	6.42	0.7484802996	K0III	0.969
41564							8.47476619	-2.51710024	85.2514919	6.42	1.766490061	A5m	0.332
42549							8.672808	19.66997035	232.0185615	6.42	-0.4076136492	K0III	1.02
42775							8.71583514	-35.94334976	134.589502	6.42	0.7749440688	A0V	0.019
43673							8.89743443	-40.44755087	403.2258065	6.42	-1.607741596	K0II/III+..	0.96
45764							9.33216249	74.01675676	113.6363636	6.42	1.142413361	G8III	1.05
48351							9.85602514	-6.18205868	44.54342984	6.42	3.176081727	F8V	0.577
49343							10.07316443	-39.97585933	195.3125	6.42	-0.0336501951	K1III	1.311
50067							10.22255541	-61.65883585	313.4796238	6.42	-1.061046585	B2V	-0.111
50509							10.31632478	46.7608552	254.4529262	6.42	-0.6080372481	K1III	1.19
50516							10.31687269	24.71212042	359.7122302	6.42	-1.35977602	K0	1.388
51248							10.46772525	48.78704437	23.55712603	6.42	4.559388473	G1V	0.61
57939			Groombridge 1830				11.8821712	37.73280827	9.156670635	6.42	6.611312036	G8Vp	0.754
58369							11.96868018	32.2740587	47.41583689	6.42	3.040382899	A9V	0.331
58436							11.98177565	-25.90880286	273.2240437	6.42	-0.762594573	A1IV/V	0.038
65754							13.47938792	50.71875065	77.7000777	6.42	1.967892735	F0IV	0.404
65796							13.4874835	-1.3642843	147.0588235	6.42	0.5825445635	K0III	1.122
69340							14.19202169	1.36232319	45.91368228	6.42	3.110289377	F7V	0.479
70418							14.40616038	-82.84822332	270.2702703	6.42	-0.7389913797	B8V	-0.001
78476							16.01964427	-63.77652924	628.9308176	6.42	-2.573014378	F8II	0.567
81231							16.59063704	17.05734541	162.0745543	6.42	0.3714258202	A2V	0.062
84332							17.24101543	-39.76664573	10000000	6.42	-8.58	K0Ia	2.282
85019							17.37719552	-35.91093287	36.99593045	6.42	3.579230229	F8V	0.541
85391							17.4486955	-25.94339733	129.7016861	6.42	0.8552718903	B9.5/A0V	-0.055
85826							17.53746645	11.93000748	151.7450683	6.42	0.514427073	B9.5V	-0.013
88172							18.0076817	19.50578365	497.5124378	6.42	-2.064019713	B8Vn	-0.054
90971							18.55647305	8.26827334	485.4368932	6.42	-2.010663898	B8IIIp SiSr:	-0.044
96919							19.70114853	55.46331472	235.2941176	6.42	-0.4380553497	M5IIIa	1.453
97485							19.81405567	33.43729726	680.2721088	6.42	-2.743413326	B0.5Ibvar	0.129
101552							20.57982835	-30.47341857	181.8181818	6.42	0.1218134475	B8V	-0.075
102901							20.84643151	-32.05445023	213.2196162	6.42	-0.2241357864	K5III	1.513
102993							20.86677487	32.84891554	598.8023952	6.42	-2.466417644	B3III	-0.138
105091							21.28855395	58.61149119	775.1937984	6.42	-3.027051449	B2III	0.194
106064							21.48331187	17.90590802	166.9449082	6.42	0.3071341119	K5	1.393
106320							21.53412854	-84.80999675	204.4989775	6.42	-0.1334557044	K3III	1.405
106564							21.58138674	-29.69608094	213.2196162	6.42	-0.2241357864	B8IIIw	-0.097
111601							22.61009398	11.69662147	115.2073733	6.42	1.112598626	A1III	0.027
113904							23.06688752	6.61632017	83.26394671	6.42	1.817715037	F2V	0.417
22534	Pic	Pictor		Iot		ι Pic	4.84904971	-53.45990399	32.07184092	6.42	3.889380554	F0IV	0.483
110478	Gru	Grus		Pi 1		π1 Gru	22.37893942	-45.94791727	152.9051988	6.42	0.4978887416	S57:	2.231
35080	Mon	Monoceros		24	24 Mon		7.25539225	-0.16129299	162.601626	6.42	0.3643755789	G5III	0.901
62443	Vir	Virgo		35	35 Vir		12.79761593	3.57272118	176.056338	6.42	0.1917416786	M4III	1.596
34							0.00663131	26.91823821	78.67820614	6.43	1.950727753	F7.5IV-V	0.514
635							0.12891543	-2.54868621	149.4768311	6.43	0.5571305888	B8IIIsp...	-0.146
2889							0.6104425	-65.12442483	198.019802	6.43	-0.0535431094	K2/K3III	1.26
2954							0.62512179	3.13549746	176.9911504	6.43	0.1902422391	K4III	1.339
10379							2.22822539	58.56058745	884.9557522	6.43	-3.304607783	A3Iab	0.554
16712							3.58362095	60.04137677	55.99104143	6.43	2.689407273	F5V	0.433
19509							4.17941262	-35.27372401	363.6363636	6.43	-1.373336531	K2IIIp...	1.07
22737							4.89180266	-66.67543873	352.1126761	6.43	-1.3034083	M0/M1III	1.64
24003							5.16017166	69.63955569	117.370892	6.43	1.082197974	K1III	1.101
29525							6.22012679	10.62786588	18.11594203	6.43	5.139695389	G8V	0.663
30741							6.45986577	32.56311006	133.5113485	6.43	0.8024090885	K0	1.264
31850							6.65874179	24.59994297	35.16174402	6.43	3.69964796	F8IV	0.523
32322							6.74776556	-27.34238072	26.59574468	6.43	4.305939225	F7V	0.55
34608							7.16855225	21.24813537	46.14674665	6.43	3.109294557	G9V	0.88
38316							7.85002278	-24.52848631	154.7987616	6.43	0.48116259	B9.5V	-0.003
40474							8.26403318	60.3805832	153.1393568	6.43	0.5045659064	A7Vm	0.21
40656							8.29951699	-30.00370618	143.0615165	6.43	0.6523858787	K0III	1.04
41547							8.47216098	-8.81618099	260.4166667	6.43	-0.6483438782	K0	1.197
43209							8.80244072	-42.46346345	520.8333333	6.43	-2.153493857	B2IV	-0.178
44565							9.07999874	-57.85262854	337.8378378	6.43	-1.213541445	A8III	0.288
46810							9.53845704	-28.62787596	75.18796992	6.43	2.049258205	F3V	0.358
46874							9.55214208	-39.12916862	72.72727273	6.43	2.121513491	F2IV/V	0.337
52537							10.74233906	-70.85525541	108.6956522	6.43	1.248939137	A6IV	0.227
55485							11.36370871	57.07484314	78.18608288	6.43	1.964352722	A7Vn	0.161
55497							11.36586331	-77.60834843	74.62686567	6.43	2.065523992	A5III/IV	0.202
62081							12.72395653	-40.17781019	71.94244604	6.43	2.145074001	A7III	0.242
62448							12.79824237	-24.85174736	261.7801047	6.43	-0.6596831854	B8V	-0.058
62653							12.83811937	22.86356935	133.5113485	6.43	0.8024090885	K0III	1.002
63822							13.08049501	73.02495241	121.5066829	6.43	1.006999176	F0V	0.218
63883							13.0918964	-52.115682	337.8378378	6.43	-1.213541445	M1III	1.69
64779							13.2756468	19.78521744	85.83690987	6.43	1.761629627	F0V	0.274
66923							13.71517815	-50.79019786	290.6976744	6.43	-0.8872077871	M0III	1.671
67483							13.82916234	36.63276425	64.89292667	6.43	2.369013194	A7IV-V	0.256
67537							13.83872012	-39.90083381	112.4859393	6.43	1.174508805	K1III	0.992
67620							13.85575003	-24.38977243	19.92031873	6.43	4.933518586	G5V	0.703
72217							14.76969877	-21.17571461	42.30118443	6.43	3.298237361	G2V	0.603
79164							16.15722428	55.82891851	134.2281879	6.43	0.7907813637	K0	1.076
79203							16.16536452	-18.34045197	49.38271605	6.43	2.962125138	F3V	0.447
81198							16.58549234	-45.24421531	188.3239171	6.43	0.0554726054	K2/K3III	1.346
83321							17.02954495	-51.13091716	99.20634921	6.43	1.447302661	A7V	0.279
85688							17.51116897	38.88217133	303.9513678	6.43	-0.9840205103	F6III	0.51
85786							17.52982349	-33.70308126	123.00123	6.43	0.980452728	K2III	1.191
87427							17.86624023	15.32627417	135.1351351	6.43	0.7761585987	K0III	0.997
90476							18.46169241	59.54901845	111.9820829	6.43	1.184257294	K0IV	0.979
91533							18.66720382	30.84938758	177.9359431	6.43	0.1786815778	K0	0.9
93210							18.98674781	39.2173241	251.8891688	6.43	-0.5760474662	B5IV	-0.168
96503							19.61933829	29.33371247	268.0965147	6.43	-0.711455841	B5V	-0.087
96856							19.68740249	22.45278133	442.4778761	6.43	-1.799457804	K0Iab:	1.481
99158							20.13065004	9.39976375	43.25259516	6.43	3.249939149	F3V	0.463
101133							20.49996522	45.92819432	127.2264631	6.43	0.9071127302	K2+...	1.137
102040							20.67918531	19.93477741	20.98635887	6.43	4.820314525	G5V	0.611
106363							21.54256066	-24.59043287	69.3481276	6.43	2.224826302	A7V	0.2
106419							21.55489482	-52.73773902	267.3796791	6.43	-0.705641989	K4III	1.481
109408							22.16606125	-48.10750848	210.5263158	6.43	-0.1865319519	K3III	1.38
112144							22.7154021	37.80274748	369.00369	6.43	-1.405153546	B1V	-0.119
112300							22.74697884	52.51719217	292.3976608	6.43	-0.8998694697	K2	1.541
113445							22.97634641	9.35721774	30.94059406	6.43	3.977356761	G2V+...	0.64
113852							23.05592525	58.56387586	87.79631255	6.43	1.71261862	G8IV	0.898
113994							23.08511038	16.56334967	40.3551251	6.43	3.40050651	G8IV	0.886
114371							23.16375884	-14.5105363	105.8201058	6.43	1.307159043	A0V	0.01
114550							23.20345299	-80.91267194	178.5714286	6.43	0.170940135	K4III	1.498
115907							23.48355423	-44.49803575	163.3986928	6.43	0.3637571107	K2III	1.177
116941							23.70407859	44.99175706	240.9638554	6.43	-0.4797595164	K5III	1.5
111138	PsA	Piscis Austrinus		Zet		ζ PsA	22.51492974	-26.07356883	122.3990208	6.43	0.9911102827	K1III	1.083
68956	UMi	Ursa Minor		3	3 UMi		14.11568954	74.59375041	134.2281879	6.43	0.7907813637	A7V	0.16
49329	Sex	Sextans		13	13 Sex		10.06902095	3.20128263	54.94505495	6.43	2.73035694	F4V	0.398
17588	Tau	Taurus		22	22 Tau		3.76746878	24.5280059	108.577633	6.43	1.251298151	A0Vn	-0.02
49929	Leo	Leo		34	34 Leo		10.19394112	13.35520406	69.01311249	6.43	2.235341927	F7V	0.468
111278	Peg	Pegasus		39	39 Peg		22.54316045	20.2299448	52.91005291	6.43	2.812309021	F1V	0.35
2237							0.47254711	-20.33477667	32.24766204	6.44	3.897508831	G3V	0.594
4164							0.88677601	-24.77697293	74.46016381	6.44	2.080380063	F3V	0.439
6140							1.3130599	37.38630238	139.8601399	6.44	0.711530209	A5m	0.233
8847							1.89679554	55.59767097	73.47538575	6.44	2.109290626	A5m	0.185
10830							2.3229904	48.95528736	64.51612903	6.44	2.391658491	F4V	0.427
15282							3.28651284	40.48305429	215.9827214	6.44	-0.2320950449	B9p	-0.027
28138							5.9469456	-31.97627815	238.0952381	6.44	-0.443753548	G8III	1.07
29788							6.27189924	-59.21273358	36.36363636	6.44	3.636663469	G1V	0.593
31241							6.55284442	-38.62514452	144.3001443	6.44	0.6436661731	G8III	0.999
31650							6.62424751	24.59084471	166.6666667	6.44	0.3307562519	A3V	0.101
33909							7.0376327	-43.40386918	125.1564456	6.44	0.9527338966	A0V	-0.039
34066							7.06596072	-10.12376711	390.625	6.44	-1.518800173	B9IIIn	-0.067
38963							7.97263125	-51.44857837	158.9825119	6.44	0.4332532272	A8/A9IV	0.26
40433							8.25646386	-50.44920558	225.2252252	6.44	-0.3230851494	K3/K4III	1.52
40787							8.32486616	-34.59014713	250	6.44	-0.5497000434	B8Ib/II	-0.079
41306							8.42760247	-17.43940312	214.1327623	6.44	-0.2134155972	K1III	1.234
42123							8.58680031	-39.97055528	36.32401017	6.44	3.639031057	G1V	0.578
44717							9.11198857	59.34455497	347.2222222	6.44	-1.263037561	A2V	0.045
53157							10.87558727	52.50373112	96.61835749	6.44	1.514701749	K2III	1.114
54030							11.05446811	-31.96078529	230.9468822	6.44	-0.3775605182	M2/M3III	1.616
55164							11.29413404	-34.73730711	46.6853408	6.44	3.094097333	F3V	0.408
55953							11.46629586	-35.32884907	387.5968992	6.44	-1.50190147	K4/K5III	1.614
57001							11.68572313	-29.19682236	41.5282392	6.44	3.348282413	G2III/IV	0.651
58810							12.06237139	-74.21408634	282.4858757	6.44	-0.8149836899	G6III	1.198
60066							12.31723132	26.00837126	76.10350076	6.44	2.032976826	Am	0.18
65417							13.40848276	12.43174526	165.0165017	6.44	0.3523631208	K0III	1.062
67036							13.7377856	-51.01240595	112.6126126	6.44	1.182064829	A0p	-0.106
69727							14.27261299	-6.62151816	52.11047421	6.44	2.855374874	A9III	0.275
74336							15.19300428	-45.27749513	119.3317422	6.44	1.056220093	K1III	1.039
75587							15.44227011	54.02032734	111.2347052	6.44	1.208798459	A2IV	0.079
85235							17.41691707	67.30669599	12.79754287	6.44	5.904367034	K0V	0.759
85307							17.43273336	-1.65190384	61.76652254	6.44	2.486234244	F3V	0.457
86716							17.7185735	-33.05127544	819.6721311	6.44	-3.128200847	M1III	1.813
87224							17.82195769	1.96122606	104.8218029	6.44	1.337741874	K0III	1.236
93371							19.0178615	-37.06150446	77.39938081	6.44	1.996312568	B9.5IV:	0.02
93443							19.0303953	22.26437745	126.9035533	6.44	0.9226310874	A4V	0.13
94054							19.14785176	-55.72014436	124.3781095	6.44	0.9662802437	K1IV	1.101
94130							19.16104427	-39.82718505	107.2961373	6.44	1.287079562	K0III	1.064
95370							19.40168073	36.45190293	110.4972376	6.44	1.223242896	K1III	1.074
97454							19.80847636	10.69411398	540.5405405	6.44	-2.224141358	F8Ib-II	0.932
97569							19.83150531	-66.813093	330.0330033	6.44	-1.152786858	K4III	1.482
98253							19.96558841	42.26079538	389.1050584	6.44	-1.510334383	A3V	0.095
98785							20.06231505	-22.59565192	57.53739931	6.44	2.640248861	F7V	0.503
100714							20.41805642	59.60012111	290.6976744	6.44	-0.8772077871	A3III	0.094
103154							20.89954779	-6.88940714	70.52186178	6.44	2.198381154	F1IV	0.361
104481							21.16618217	2.94359966	91.82736455	6.44	1.625139399	F5IV	0.375
107445							21.76234639	35.85728391	153.1393568	6.44	0.5145659064	G8III	0.997
109412							22.16670367	-28.29249314	108.2251082	6.44	1.268359856	A5V	0.147
114096							23.10880756	19.91084131	28.31257078	6.44	4.180103475	F7V	0.544
114981							23.28794172	45.16431817	73.90983001	6.44	2.096488983	K0IV	1.077
116465							23.59887264	24.56098741	384.6153846	6.44	-1.48513326	M1III	1.703
117510							23.83044702	-25.3312897	121.3592233	6.44	1.019636059	A3V	0.097
31385	Mon	Monoceros		14	14 Mon		6.57953555	7.57249971	110.9877913	6.44	1.213623955	A0Vs	-0.01
25973	Cam	Camelopardalis		18	18 Cam		5.54268885	57.22161686	43.87889425	6.44	3.228721626	F8V	0.587
48029	Leo	Leo		19	19 Leo		9.79055412	11.56817726	89.76660682	6.44	1.674425954	A7Vn	0.255
80809	Her	Hercules		34	34 Her		16.50168849	48.96122756	111.1111111	6.44	1.211212547	A1V	0.026
20661	Tau	Taurus		70	70 Tau		4.42701487	15.94108006	46.57661854	6.44	3.099160222	F7V	0.509
5743	Psc	Pisces		86Zet	86 Psc	ζ Psc	1.22921522	7.57837574	59.91611744	6.44	2.552281683	F7V	0.492
2846							0.60088764	-14.97289122	142.2475107	6.45	0.6847766251	K0III	1.063
10795							2.31609941	23.16783614	105.1524711	6.45	1.340902585	A7V	0.376
11212							2.40558233	-25.84749833	164.4736842	6.45	0.3695178964	K3III	1.321
11474							2.46664666	1.96088039	291.5451895	6.45	-0.8735293998	K0III	0.971
13176							2.82414649	37.32641914	116.2790698	6.45	1.122492256	F6III-IV	0.422
16587							3.55894164	58.7653511	234.1920375	6.45	-0.3978606249	A4III	0.168
17436							3.73510003	-40.66008603	92.85051068	6.45	1.611078517	K1III	1.059
19725							4.22726276	-1.1497257	429.1845494	6.45	-1.713220395	B5IV	-0.125
21666							4.65119136	-51.67279617	201.2072435	6.45	-0.0682180563	K2III	1.321
23419							5.03334084	1.60884108	155.7632399	6.45	0.4876751403	B8V	-0.05
26571							5.64926762	26.61809415	130.7189542	6.45	0.8683071758	G9III	0.98
30480							6.40738073	-63.42864724	31.78639542	6.45	3.938793591	G3III/IV	0.66
32477							6.77824895	-54.69506225	127.064803	6.45	0.9298736618	G6III	0.858
35326							7.29667023	-26.79755949	282.4858757	6.45	-0.8049836899	B5Vn	-0.153
35548							7.33523321	15.14297247	335.5704698	6.45	-1.17891868	A2Vn	0.009
38292							7.84514347	-44.57997832	172.1170396	6.45	0.270880662	G6III	0.899
38686							7.92051851	-30.91771061	396.8253968	6.45	-1.542997296	K4III	1.474
40559							8.28165606	84.05768861	174.2160279	6.45	0.244559462	A3IV	0.052
42400							8.64578646	-53.09043371	154.7987616	6.45	0.50116259	B8Vn	-0.1
47868							9.75611522	-30.20276206	2564.102564	6.45	-5.594676965	B0IV	-0.137
50013							10.21058252	-19.15280764	42.10526316	6.45	3.32831807	F7V	0.494
50606							10.33746654	53.77926966	30.58103976	6.45	4.022738763	F9V	0.58
53387							10.91988313	-20.66497238	195.3125	6.45	-0.0036501951	K1III	1.098
56508							11.58438622	20.44154823	140.8450704	6.45	0.7062917436	G9III	1.01
62915							12.89392239	-4.22450913	104.0582726	6.45	1.363616938	K0	1.094
66060							13.54292203	-29.56528224	47.23665564	6.45	3.07860429	F5IV	0.438
67548							13.84104647	58.53942814	82.50825083	6.45	1.867513099	A3V	0.094
70051							14.33574222	30.42914436	86.80555556	6.45	1.757262395	A5III	0.156
73341							14.98720527	-37.88118275	191.9385797	6.45	0.0341886165	B8V	-0.08
75788							15.48245277	55.1948491	91.82736455	6.45	1.635139399	A3m	0.079
75919							15.50632766	31.28597597	141.0437236	6.45	0.7032311759	A4IV	0.205
76603							15.64446441	-8.79142377	24.8818114	6.45	4.470590031	F6V	0.505
76651							15.65264573	57.92441688	135.8695652	6.45	0.7843890717	K1III	1.102
76736							15.6698962	-70.22774887	77.2797527	6.45	2.009671382	A5V	0.077
80324							16.39909026	-33.19932914	116.8224299	6.45	1.112368823	A0V+...	0.013
82418							16.84335742	-50.04493814	75.30120482	6.45	2.065990375	A5+...	0.325
83593							17.08470567	43.81223885	144.092219	6.45	0.6567973523	A3IV	0.099
88274							18.02616922	-85.21447624	67.06908115	6.45	2.317388217	F4V	0.437
89683							18.30214501	23.29693573	512.8205128	6.45	-2.099826943	K5	1.698
91552							18.67005153	38.36717856	153.609831	6.45	0.5179049428	A6m	0.22
91820							18.72126974	39.30008217	416.6666667	6.45	-1.648943791	K5	1.59
93733							19.08606826	49.92315319	178.8908766	6.45	0.1870590394	K3III	1.348
97572							19.83186648	28.43968047	520.8333333	6.45	-2.133493857	B5V	-0.104
99200							20.13902228	-66.35467601	350.877193	6.45	-1.2757757	K5III	1.587
100779							20.43365234	19.86544804	207.0393375	6.45	-0.1302643462	K0III	1.037
101558							20.5820728	-38.08986196	66.93440428	6.45	2.321752987	A5m...	0.264
101900							20.65005228	56.00494916	130.2083333	6.45	0.8768061002	F2Vn	0.403
102771							20.8214986	64.04226879	787.4015748	6.45	-3.030981395	B0.5V	0.025
104962							21.26032641	47.97400214	476.1904762	6.45	-1.938903526	B4IV	-0.129
105390							21.34722567	32.45233066	73.26007326	6.45	2.125663257	G8IV	0.802
105819							21.43098749	0.53430605	87.2600349	6.45	1.745923088	A1IV	0.162
106527							21.57610202	22.75465142	69.20415225	6.45	2.249339236	F7V	0.513
